unicode,chars,vietnamese,meanings
"8CCA","賊","tặc","(td Nôm chưa có nội dung)"
"8CCD","賍","tang","(td Nôm chưa có nội dung)"
"8CD1","賑","chẩn","(td Nôm chưa có nội dung)"
"8CD2","賒","xa","(td Nôm chưa có nội dung)"
"8CD3","賓","tân","(td Nôm chưa có nội dung)"
"8CD6","賖","xơ","(td Nôm chưa có nội dung)"
"8CDA","賚","lãi","(td Nôm chưa có nội dung)"
"8CDA","賚","lại","(td Nôm chưa có nội dung)"
"8CDC","賜","tứ","(td Nôm chưa có nội dung)"
"8CDE","賞","thưởng","(td Nôm chưa có nội dung)"
"8CE0","賠","bồi","(td Nôm chưa có nội dung)"
"8CE0","賠","bù","(td Nôm chưa có nội dung)"
"8CE1","賡","canh","(td Nôm chưa có nội dung)"
"8CE2","賢","hèn","(td Nôm chưa có nội dung)"
"8CE2","賢","hiền","(td Nôm chưa có nội dung)"
"8CE3","賣","mại","(td Nôm chưa có nội dung)"
"8CE4","賤","tiện","(td Nôm chưa có nội dung)"
"8CE5","賥","đút","(td Nôm chưa có nội dung)"
"8CE6","賦","phú","(td Nôm chưa có nội dung)"
"8CEA","質","chắc","(td Nôm chưa có nội dung)"
"8CEA","質","chát","(td Nôm chưa có nội dung)"
"8CEA","質","chất","(td Nôm chưa có nội dung)"
"8CEA","質","chắt","(td Nôm chưa có nội dung)"
"8CEA","質","chớt","(td Nôm chưa có nội dung)"
"8CEC","賬","trương","(td Nôm chưa có nội dung)"
"8CED","賭","đổ","(td Nôm chưa có nội dung)"
"8CF4","賴","nái","(td Nôm chưa có nội dung)"
"8CF5","賵","phúng","(td Nôm chưa có nội dung)"
"8CF8","賸","dắng","(td Nôm chưa có nội dung)"
"8CF8","賸","thặng","(td Nôm chưa có nội dung)"
"8CFA","賺","trám","(td Nôm chưa có nội dung)"
"8CFB","賻","phụ","(td Nôm chưa có nội dung)"
"8CFC","購","cấu","(td Nôm chưa có nội dung)"
"8CFD","賽","tái","(td Nôm chưa có nội dung)"
"8CFD","賽","trại","(td Nôm chưa có nội dung)"
"8D04","贄","chí","(td Nôm chưa có nội dung)"
"8D08","贈","tặng","(td Nôm chưa có nội dung)"
"8D0A","贊","tán","(td Nôm chưa có nội dung)"
"8D0B","贋","nhạn","(td Nôm chưa có nội dung)"
"8D0D","贍","thiệm","(td Nôm chưa có nội dung)"
"8D11","贑","chạng","(td Nôm chưa có nội dung)"
"8D13","贓","tang","(td Nôm chưa có nội dung)"
"8D16","贖","chuộc","(td Nôm chưa có nội dung)"
"8D16","贖","thục","(td Nôm chưa có nội dung)"
"8D48","赈","thư","(td Nôm chưa có nội dung)"
"8D5D","赝","nhạn","(td Nôm chưa có nội dung)"
"8D62","赢","doanh","(td Nôm chưa có nội dung)"
"8D62","赢","ghềnh","(td Nôm chưa có nội dung)"
"8D64","赤","xích","(td Nôm chưa có nội dung)"
"8D66","赦","tha","(td Nôm chưa có nội dung)"
"8D66","赦","xá","(td Nôm chưa có nội dung)"
"8D66","赦","xoá","(td Nôm chưa có nội dung)"
"8D67","赧","nấn","(td Nôm chưa có nội dung)"
"8D67","赧","nắn","(td Nôm chưa có nội dung)"
"8D67","赧","nản","(td Nôm chưa có nội dung)"
"8D67","赧","noãn","(td Nôm chưa có nội dung)"
"8D6A","赪","xanh","(td Nôm chưa có nội dung)"
"8D6B","赫","hách","(td Nôm chưa có nội dung)"
"8D6B","赫","hích","(td Nôm chưa có nội dung)"
"8D6C","赬","xanh","(td Nôm chưa có nội dung)"
"8D6D","赭","đỏ","(td Nôm chưa có nội dung)"
"8D70","走","rảo","(td Nôm chưa có nội dung)"
"8D70","走","tẩu","(td Nôm chưa có nội dung)"
"8D74","赴","phó","(td Nôm chưa có nội dung)"
"8D75","赵","triệu","(td Nôm chưa có nội dung)"
"8D76","赶","cản","(td Nôm chưa có nội dung)"
"8D77","起","khỉ","(td Nôm chưa có nội dung)"
"8D77","起","khởi","(td Nôm chưa có nội dung)"
"8D81","趁","sán","(td Nôm chưa có nội dung)"
"8D81","趁","sấn","(td Nôm chưa có nội dung)"
"8D81","趁","sắn","(td Nôm chưa có nội dung)"
"8D81","趁","xớn","(td Nôm chưa có nội dung)"
"8D82","趂","nhảy","(td Nôm chưa có nội dung)"
"8D82","趂","sấn","(td Nôm chưa có nội dung)"
"8D85","超","sêu","(td Nôm chưa có nội dung)"
"8D85","超","siêu","(td Nôm chưa có nội dung)"
"8D8A","越","nhông","(td Nôm chưa có nội dung)"
"8D8A","越","vác","(td Nôm chưa có nội dung)"
"8D8A","越","vệt","(td Nôm chưa có nội dung)"
"8D8A","越","việt","(td Nôm chưa có nội dung)"
"8D8A","越","vót","(td Nôm chưa có nội dung)"
"8D8A","越","vượt","(td Nôm chưa có nội dung)"
"8D8B","趋","xu","(td Nôm chưa có nội dung)"
"8D90","趐","sí","(td Nôm chưa có nội dung)"
"8D91","趑","tư","(td Nôm chưa có nội dung)"
"8D94","趔","liệt","(td Nôm chưa có nội dung)"
"8D95","趕","cản","(td Nôm chưa có nội dung)"
"8D99","趙","triệu","(td Nôm chưa có nội dung)"
"8D9F","趟","thảng","(td Nôm chưa có nội dung)"
"8DA0","趠","rượt","(td Nôm chưa có nội dung)"
"8DA3","趣","thú","(td Nôm chưa có nội dung)"
"8DA3","趣","xú","(td Nôm chưa có nội dung)"
"8DA8","趨","xu","(td Nôm chưa có nội dung)"
"8DAF","趯","địch","(td Nôm chưa có nội dung)"
"8DB1","趱","toản","(td Nôm chưa có nội dung)"
"8DB2","趲","toản","(td Nôm chưa có nội dung)"
"8DB3","足","túc","(td Nôm chưa có nội dung)"
"8DB4","趴","váp","(td Nôm chưa có nội dung)"
"8DB6","趶","vò","(td Nôm chưa có nội dung)"
"8DB8","趸","độn","(td Nôm chưa có nội dung)"
"8DBA","趺","phu","(td Nôm chưa có nội dung)"
"8DBE","趾","chỉ","(td Nôm chưa có nội dung)"
"8DBE","趾","nhảy","(td Nôm chưa có nội dung)"
"8DBF","趿","gập","(td Nôm chưa có nội dung)"
"8DBF","趿","gặp","(td Nôm chưa có nội dung)"
"8DBF","趿","kíp","(td Nôm chưa có nội dung)"
"8DBF","趿","kịp","(td Nôm chưa có nội dung)"
"8DBF","趿","tha","(td Nôm chưa có nội dung)"
"8DBF","趿","vấp","(td Nôm chưa có nội dung)"
"8DBF","趿","vắp","(td Nôm chưa có nội dung)"
"8DC0","跀","nguyệt","(td Nôm chưa có nội dung)"
"8DC2","跂","xí","(td Nôm chưa có nội dung)"
"8DC4","跄","sang","(td Nôm chưa có nội dung)"
"8DC5","跅","thác","(td Nôm chưa có nội dung)"
"8DCB","跋","bạt","(td Nôm chưa có nội dung)"
"8DCC","跌","chợt","(td Nôm chưa có nội dung)"
"8DCC","跌","đột","(td Nôm chưa có nội dung)"
"8DCC","跌","trặc","(td Nôm chưa có nội dung)"
"8DCC","跌","trật","(td Nôm chưa có nội dung)"
"8DCC","跌","trớt","(td Nôm chưa có nội dung)"
"8DCC","跌","trượt","(td Nôm chưa có nội dung)"
"8DCC","跌","xớt","(td Nôm chưa có nội dung)"
"8DCC","跌","xợt","(td Nôm chưa có nội dung)"
"8DCE","跎","đà","(td Nôm chưa có nội dung)"
"8DD1","跑","bão","(td Nôm chưa có nội dung)"
"8DD5","跕","chồm","(td Nôm chưa có nội dung)"
"8DD5","跕","chỗm","(td Nôm chưa có nội dung)"
"8DD5","跕","chổm","(td Nôm chưa có nội dung)"
"8DD5","跕","chụm","(td Nôm chưa có nội dung)"
"8DD5","跕","nhồm","(td Nôm chưa có nội dung)"
"8DD5","跕","xổm","(td Nôm chưa có nội dung)"
"8DDB","跛","bả","(td Nôm chưa có nội dung)"
"8DDD","距","cự","(td Nôm chưa có nội dung)"
"8DDD","距","cựa","(td Nôm chưa có nội dung)"
"8DDF","跟","cân","(td Nôm chưa có nội dung)"
"8DDF","跟","ngấn","(td Nôm chưa có nội dung)"
"8DE1","跡","tích","(td Nôm chưa có nội dung)"
"8DE2","跢","đá","(td Nôm chưa có nội dung)"
"8DE3","跣","tiển","(td Nôm chưa có nội dung)"
"8DE4","跤","giao","(td Nôm chưa có nội dung)"
"8DE5","跥","đà","(td Nôm chưa có nội dung)"
"8DE8","跨","khoá","(td Nôm chưa có nội dung)"
"8DE9","跩","dậy","(td Nôm chưa có nội dung)"
"8DEA","跪","quải","(td Nôm chưa có nội dung)"
"8DEA","跪","quậy","(td Nôm chưa có nội dung)"
"8DEA","跪","què","(td Nôm chưa có nội dung)"
"8DEA","跪","quỳ","(td Nôm chưa có nội dung)"
"8DEA","跪","quỵ","(td Nôm chưa có nội dung)"
"8DEB","跫","cung","(td Nôm chưa có nội dung)"
"8DEC","跬","khoẻ","(td Nôm chưa có nội dung)"
"8DEC","跬","quế","(td Nôm chưa có nội dung)"
"8DEE","跮","chỗi","(td Nôm chưa có nội dung)"
"8DEE","跮","chọi","(td Nôm chưa có nội dung)"
"8DEE","跮","chúi","(td Nôm chưa có nội dung)"
"8DEE","跮","chũi","(td Nôm chưa có nội dung)"
"8DEE","跮","xói","(td Nôm chưa có nội dung)"
"8DEF","路","lần","(td Nôm chưa có nội dung)"
"8DEF","路","lồ","(td Nôm chưa có nội dung)"
"8DEF","路","lọ","(td Nôm chưa có nội dung)"
"8DEF","路","lộ","(td Nôm chưa có nội dung)"
"8DEF","路","lựa","(td Nôm chưa có nội dung)"
"8DEF","路","trò","(td Nôm chưa có nội dung)"
"8DF3","跳","khêu","(td Nôm chưa có nội dung)"
"8DF3","跳","khểu","(td Nôm chưa có nội dung)"
"8DF3","跳","khiêu","(td Nôm chưa có nội dung)"
"8DF3","跳","khoèn","(td Nôm chưa có nội dung)"
"8DF3","跳","queo","(td Nôm chưa có nội dung)"
"8DF3","跳","quèo","(td Nôm chưa có nội dung)"
"8DF3","跳","xeo","(td Nôm chưa có nội dung)"
"8DF3","跳","xệu","(td Nôm chưa có nội dung)"
"8DF3","跳","xiêu","(td Nôm chưa có nội dung)"
"8DF3","跳","xiếu","(td Nôm chưa có nội dung)"
"8DF4","跴","sái","(td Nôm chưa có nội dung)"
"8DF4","跴","thái","(td Nôm chưa có nội dung)"
"8DF4","跴","xáy","(td Nôm chưa có nội dung)"
"8DF5","践","tiễn","(td Nôm chưa có nội dung)"
"8DF7","跷","nghiêu","(td Nôm chưa có nội dung)"
"8DF7","跷","nhiêu","(td Nôm chưa có nội dung)"
"8DF8","跸","tất","(td Nôm chưa có nội dung)"
"8DFA","跺","đà","(td Nôm chưa có nội dung)"
"8DFB","跻","tê","(td Nôm chưa có nội dung)"
"8DFB","跻","tệ","(td Nôm chưa có nội dung)"
"8DFC","跼","cục","(td Nôm chưa có nội dung)"
"8E01","踁","cảnh","(td Nôm chưa có nội dung)"
"8E01","踁","kinh","(td Nôm chưa có nội dung)"
"8E06","踆","thò","(td Nôm chưa có nội dung)"
"8E08","踈","rờ","(td Nôm chưa có nội dung)"
"8E09","踉","lương","(td Nôm chưa có nội dung)"
"8E0A","踊","dũng","(td Nôm chưa có nội dung)"
"8E0A","踊","thõng","(td Nôm chưa có nội dung)"
"8E0C","踌","trù","(td Nôm chưa có nội dung)"
"8E0F","踏","đạp","(td Nôm chưa có nội dung)"
"8E10","踐","tiễn","(td Nôm chưa có nội dung)"
"8E14","踔","xợt","(td Nôm chưa có nội dung)"
"8E16","踖","tếch","(td Nôm chưa có nội dung)"
"8E16","踖","tích","(td Nôm chưa có nội dung)"
"8E18","踘","guốc","(td Nôm chưa có nội dung)"
"8E1D","踝","hoã","(td Nôm chưa có nội dung)"
"8E1E","踞","cứ","(td Nôm chưa có nội dung)"
"8E1F","踟","trư","(td Nôm chưa có nội dung)"
"8E22","踢","dịch","(td Nôm chưa có nội dung)"
"8E22","踢","thích","(td Nôm chưa có nội dung)"
"8E23","踣","vội","(td Nôm chưa có nội dung)"
"8E24","踤","nhót","(td Nôm chưa có nội dung)"
"8E24","踤","tọt","(td Nôm chưa có nội dung)"
"8E24","踤","tuột","(td Nôm chưa có nội dung)"
"8E26","踦","ghé","(td Nôm chưa có nội dung)"
"8E26","踦","nghị","(td Nôm chưa có nội dung)"
"8E27","踧","địch","(td Nôm chưa có nội dung)"
"8E27","踧","thốc","(td Nôm chưa có nội dung)"
"8E29","踩","sái","(td Nôm chưa có nội dung)"
"8E29","踩","thái","(td Nôm chưa có nội dung)"
"8E29","踩","xáy","(td Nôm chưa có nội dung)"
"8E2A","踪","tông","(td Nôm chưa có nội dung)"
"8E2A","踪","tung","(td Nôm chưa có nội dung)"
"8E2C","踬","chí","(td Nôm chưa có nội dung)"
"8E2D","踭","dừng","(td Nôm chưa có nội dung)"
"8E2E","踮","điểm","(td Nôm chưa có nội dung)"
"8E2E","踮","xổm","(td Nôm chưa có nội dung)"
"8E2F","踯","trịch","(td Nôm chưa có nội dung)"
"8E31","踱","đạc","(td Nôm chưa có nội dung)"
"8E34","踴","dũng","(td Nôm chưa có nội dung)"
"8E35","踵","chủng","(td Nôm chưa có nội dung)"
"8E37","踷","chứa","(td Nôm chưa có nội dung)"
"8E37","踷","trở","(td Nôm chưa có nội dung)"
"8E38","踸","chẫm","(td Nôm chưa có nội dung)"
"8E38","踸","chậm","(td Nôm chưa có nội dung)"
"8E38","踸","dậm","(td Nôm chưa có nội dung)"
"8E38","踸","đẫm","(td Nôm chưa có nội dung)"
"8E38","踸","giẫm","(td Nôm chưa có nội dung)"
"8E38","踸","giậm","(td Nôm chưa có nội dung)"
"8E38","踸","giụm","(td Nôm chưa có nội dung)"
"8E39","踹","xuyễn","(td Nôm chưa có nội dung)"
"8E3D","踽","củ","(td Nôm chưa có nội dung)"
"8E3E","踾","bực","(td Nôm chưa có nội dung)"
"8E40","蹀","dịp","(td Nôm chưa có nội dung)"
"8E41","蹁","biên","(td Nôm chưa có nội dung)"
"8E42","蹂","nhu","(td Nôm chưa có nội dung)"
"8E44","蹄","đế","(td Nôm chưa có nội dung)"
"8E44","蹄","đề","(td Nôm chưa có nội dung)"
"8E46","蹆","thủi","(td Nôm chưa có nội dung)"
"8E47","蹇","kiển","(td Nôm chưa có nội dung)"
"8E47","蹇","kiễng","(td Nôm chưa có nội dung)"
"8E48","蹈","dạo","(td Nôm chưa có nội dung)"
"8E48","蹈","đạo","(td Nôm chưa có nội dung)"
"8E49","蹉","sa","(td Nôm chưa có nội dung)"
"8E49","蹉","tha","(td Nôm chưa có nội dung)"
"8E4A","蹊","khê","(td Nôm chưa có nội dung)"
"8E4B","蹋","đạp","(td Nôm chưa có nội dung)"
"8E4C","蹌","sang","(td Nôm chưa có nội dung)"
"8E4C","蹌","thang","(td Nôm chưa có nội dung)"
"8E4E","蹎","chân","(td Nôm chưa có nội dung)"
"8E4E","蹎","chưn","(td Nôm chưa có nội dung)"
"8E50","蹐","tích","(td Nôm chưa có nội dung)"
"8E55","蹕","tất","(td Nôm chưa có nội dung)"
"8E5A","蹚","thang","(td Nôm chưa có nội dung)"
"8E5B","蹛","dép","(td Nôm chưa có nội dung)"
"8E5C","蹜","tốc","(td Nôm chưa có nội dung)"
"8E5F","蹟","tích","(td Nôm chưa có nội dung)"
"8E60","蹠","chích","(td Nôm chưa có nội dung)"
"8E62","蹢","nhích","(td Nôm chưa có nội dung)"
"8E64","蹤","tung","(td Nôm chưa có nội dung)"
"8E65","蹥","len","(td Nôm chưa có nội dung)"
"8E65","蹥","lén","(td Nôm chưa có nội dung)"
"8E66","蹦","băng","(td Nôm chưa có nội dung)"
"8E6C","蹬","đắng","(td Nôm chưa có nội dung)"
"8E6C","蹬","đặng","(td Nôm chưa có nội dung)"
"8E6D","蹭","tắng","(td Nôm chưa có nội dung)"
"8E70","蹰","trù","(td Nôm chưa có nội dung)"
"8E70","蹰","trừ","(td Nôm chưa có nội dung)"
"8E72","蹲","đôn","(td Nôm chưa có nội dung)"
"8E72","蹲","tôn","(td Nôm chưa có nội dung)"
"8E74","蹴","xúc","(td Nôm chưa có nội dung)"
"8E76","蹶","què","(td Nôm chưa có nội dung)"
"8E76","蹶","quệ","(td Nôm chưa có nội dung)"
"8E7A","蹺","nghều","(td Nôm chưa có nội dung)"
"8E7A","蹺","nghiêu","(td Nôm chưa có nội dung)"
"8E7A","蹺","nhau","(td Nôm chưa có nội dung)"
"8E7A","蹺","nhiêu","(td Nôm chưa có nội dung)"
"8E7A","蹺","theo","(td Nôm chưa có nội dung)"
"8E7B","蹻","cược","(td Nôm chưa có nội dung)"
"8E7B","蹻","kều","(td Nôm chưa có nội dung)"
"8E7B","蹻","nghiêu","(td Nôm chưa có nội dung)"
"8E7C","蹼","bốc","(td Nôm chưa có nội dung)"
"8E7D","蹽","trèo","(td Nôm chưa có nội dung)"
"8E7E","蹾","rón","(td Nôm chưa có nội dung)"
"8E81","躁","rảo","(td Nôm chưa có nội dung)"
"8E81","躁","táo","(td Nôm chưa có nội dung)"
"8E81","躁","tháo","(td Nôm chưa có nội dung)"
"8E84","躄","tích","(td Nôm chưa có nội dung)"
"8E85","躅","trục","(td Nôm chưa có nội dung)"
"8E85","躅","xộc","(td Nôm chưa có nội dung)"
"8E87","躇","chứa","(td Nôm chưa có nội dung)"
"8E87","躇","trư","(td Nôm chưa có nội dung)"
"8E89","躉","độn","(td Nôm chưa có nội dung)"
"8E8A","躊","trù","(td Nôm chưa có nội dung)"
"8E8B","躋","tê","(td Nôm chưa có nội dung)"
"8E8B","躋","tệ","(td Nôm chưa có nội dung)"
"8E8D","躍","dược","(td Nôm chưa có nội dung)"
"8E90","躐","láp","(td Nôm chưa có nội dung)"
"8E90","躐","lạp","(td Nôm chưa có nội dung)"
"8E90","躐","lẹp","(td Nôm chưa có nội dung)"
"8E90","躐","liệp","(td Nôm chưa có nội dung)"
"8E90","躐","rẹp","(td Nôm chưa có nội dung)"
"8E91","躑","trịch","(td Nôm chưa có nội dung)"
"8E93","躓","chí","(td Nôm chưa có nội dung)"
"8E94","躔","chèn","(td Nôm chưa có nội dung)"
"8E95","躕","trù","(td Nôm chưa có nội dung)"
"8E98","躘","ruông","(td Nôm chưa có nội dung)"
"8E99","躙","xúc","(td Nôm chưa có nội dung)"
"8E9A","躚","tiên","(td Nôm chưa có nội dung)"
"8E9C","躜","toản","(td Nôm chưa có nội dung)"
"8EA1","躡","dép","(td Nôm chưa có nội dung)"
"8EA1","躡","nép","(td Nôm chưa có nội dung)"
"8EA6","躦","toản","(td Nôm chưa có nội dung)"
"8EAB","身","thân","(td Nôm chưa có nội dung)"
"8EAC","躬","cung","(td Nôm chưa có nội dung)"
"8EAD","躭","đam","(td Nôm chưa có nội dung)"
"8EAF","躯","khu","(td Nôm chưa có nội dung)"
"8EB2","躲","đoá","(td Nôm chưa có nội dung)"
"8EBA","躺","thảng","(td Nôm chưa có nội dung)"
"8EBA","躺","thẳng","(td Nôm chưa có nội dung)"
"8EC0","軀","khu","(td Nôm chưa có nội dung)"
"8EC0","軀","xo","(td Nôm chưa có nội dung)"
"8ECA","車","se","(td Nôm chưa có nội dung)"
"8ECA","車","xa","(td Nôm chưa có nội dung)"
"8ECA","車","xe","(td Nôm chưa có nội dung)"
"8ECA","車","xế","(td Nôm chưa có nội dung)"
"8ECA","車","xơ","(td Nôm chưa có nội dung)"
"8ECB","軋","ca","(td Nôm chưa có nội dung)"
"8ECB","軋","loát","(td Nôm chưa có nội dung)"
"8ECB","軋","yết","(td Nôm chưa có nội dung)"
"8ECC","軌","quẫy","(td Nôm chưa có nội dung)"
"8ECC","軌","quỹ","(td Nôm chưa có nội dung)"
"8ECD","軍","quân","(td Nôm chưa có nội dung)"
"8ECF","軏","ngốt","(td Nôm chưa có nội dung)"
"8ECF","軏","ngột","(td Nôm chưa có nội dung)"
"8ED2","軒","hen","(td Nôm chưa có nội dung)"
"8ED2","軒","hên","(td Nôm chưa có nội dung)"
"8ED2","軒","hiên","(td Nôm chưa có nội dung)"
"8ED8","軘","ách","(td Nôm chưa có nội dung)"
"8EDF","軟","nhiễn","(td Nôm chưa có nội dung)"
"8EDF","軟","nhũn","(td Nôm chưa có nội dung)"
"8EDF","軟","nhung","(td Nôm chưa có nội dung)"
"8EDF","軟","nhuyễn","(td Nôm chưa có nội dung)"
"8EEB","軫","chẵn","(td Nôm chưa có nội dung)"
"8EEB","軫","chẩn","(td Nôm chưa có nội dung)"
"8EF0","軰","ngẵng","(td Nôm chưa có nội dung)"
"8EF2","軲","cô","(td Nôm chưa có nội dung)"
"8EF8","軸","trục","(td Nôm chưa có nội dung)"
"8EFB","軻","kha","(td Nôm chưa có nội dung)"
"8EFC","軼","dật","(td Nôm chưa có nội dung)"
"8EFF","軿","bánh","(td Nôm chưa có nội dung)"
"8F03","較","giảo","(td Nôm chưa có nội dung)"
"8F09","載","tải","(td Nôm chưa có nội dung)"
"8F09","載","tưởi","(td Nôm chưa có nội dung)"
"8F0A","輊","trất","(td Nôm chưa có nội dung)"
"8F13","輓","vãn","(td Nôm chưa có nội dung)"
"8F14","輔","phụ","(td Nôm chưa có nội dung)"
"8F15","輕","khinh","(td Nôm chưa có nội dung)"
"8F15","輕","khỉnh","(td Nôm chưa có nội dung)"
"8F18","輘","lăn","(td Nôm chưa có nội dung)"
"8F19","輙","triếp","(td Nôm chưa có nội dung)"
"8F1B","輛","lưỡng","(td Nôm chưa có nội dung)"
"8F1C","輜","tri","(td Nôm chưa có nội dung)"
"8F1C","輜","truy","(td Nôm chưa có nội dung)"
"8F1D","輝","huy","(td Nôm chưa có nội dung)"
"8F1E","輞","võng","(td Nôm chưa có nội dung)"
"8F1F","輟","chuyết","(td Nôm chưa có nội dung)"
"8F1F","輟","xoẹt","(td Nôm chưa có nội dung)"
"8F1F","輟","xuyết","(td Nôm chưa có nội dung)"
"8F26","輦","lẻn","(td Nôm chưa có nội dung)"
"8F26","輦","liễn","(td Nôm chưa có nội dung)"
"8F26","輦","rịn","(td Nôm chưa có nội dung)"
"8F29","輩","bối","(td Nôm chưa có nội dung)"
"8F2A","輪","luân","(td Nôm chưa có nội dung)"
"8F2A","輪","luôn","(td Nôm chưa có nội dung)"
"8F2D","輭","nhuyễn","(td Nôm chưa có nội dung)"
"8F2E","輮","nhụ","(td Nôm chưa có nội dung)"
"8F2F","輯","tập","(td Nôm chưa có nội dung)"
"8F33","輳","bầu","(td Nôm chưa có nội dung)"
"8F33","輳","tấu","(td Nôm chưa có nội dung)"
"8F33","輳","thấu","(td Nôm chưa có nội dung)"
"8F38","輸","thâu","(td Nôm chưa có nội dung)"
"8F38","輸","thua","(td Nôm chưa có nội dung)"
"8F3B","輻","bức","(td Nôm chưa có nội dung)"
"8F3B","輻","phúc","(td Nôm chưa có nội dung)"
"8F3E","輾","triển","(td Nôm chưa có nội dung)"
"8F44","轄","hạt","(td Nôm chưa có nội dung)"
"8F44","轄","hợt","(td Nôm chưa có nội dung)"
"8F45","轅","viên","(td Nôm chưa có nội dung)"
"8F46","轆","lộc","(td Nôm chưa có nội dung)"
"8F46","轆","rọc","(td Nôm chưa có nội dung)"
"8F49","轉","chuyên","(td Nôm chưa có nội dung)"
"8F49","轉","chuyến","(td Nôm chưa có nội dung)"
"8F49","轉","chuyền","(td Nôm chưa có nội dung)"
"8F49","轉","chuyển","(td Nôm chưa có nội dung)"
"8F4D","轍","triệt","(td Nôm chưa có nội dung)"
"8F4E","轎","kiệu","(td Nôm chưa có nội dung)"
"8F54","轔","lân","(td Nôm chưa có nội dung)"
"8F5F","轟","huênh","(td Nôm chưa có nội dung)"
"8F5F","轟","oang","(td Nôm chưa có nội dung)"
"8F5F","轟","oàng","(td Nôm chưa có nội dung)"
"8F5F","轟","oanh","(td Nôm chưa có nội dung)"
"8F64","轤","lô","(td Nôm chưa có nội dung)"
"8F9B","辛","tân","(td Nôm chưa có nội dung)"
"8F9B","辛","tăn","(td Nôm chưa có nội dung)"
"8F9B","辛","tơn","(td Nôm chưa có nội dung)"
"8F9C","辜","cô","(td Nôm chưa có nội dung)"
"8F9E","辞","từ","(td Nôm chưa có nội dung)"
"8F9F","辟","bích","(td Nôm chưa có nội dung)"
"8F9F","辟","thịch","(td Nôm chưa có nội dung)"
"8F9F","辟","tịch","(td Nôm chưa có nội dung)"
"8F9F","辟","vếch","(td Nôm chưa có nội dung)"
"8FA0","辠","tội","(td Nôm chưa có nội dung)"
"8FA3","辣","lát","(td Nôm chưa có nội dung)"
"8FA3","辣","lạt","(td Nôm chưa có nội dung)"
"8FA3","辣","lướt","(td Nôm chưa có nội dung)"
"8FA3","辣","lượt","(td Nôm chưa có nội dung)"
"8FA4","辤","từ","(td Nôm chưa có nội dung)"
"8FA6","辦","biện","(td Nôm chưa có nội dung)"
"8FA8","辨","bẹn","(td Nôm chưa có nội dung)"
"8FA8","辨","biện","(td Nôm chưa có nội dung)"
"8FAD","辭","từ","(td Nôm chưa có nội dung)"
"8FAE","辮","bện","(td Nôm chưa có nội dung)"
"8FAE","辮","biện","(td Nôm chưa có nội dung)"
"8FAF","辯","biện","(td Nôm chưa có nội dung)"
"8FB0","辰","thần","(td Nôm chưa có nội dung)"
"8FB0","辰","thì","(td Nôm chưa có nội dung)"
"8FB0","辰","thìn","(td Nôm chưa có nội dung)"
"8FB1","辱","đoá","(td Nôm chưa có nội dung)"
"8FB1","辱","nhọc","(td Nôm chưa có nội dung)"
"8FB1","辱","nhục","(td Nôm chưa có nội dung)"
"8FB2","農","nôn","(td Nôm chưa có nội dung)"
"8FB2","農","nông","(td Nôm chưa có nội dung)"
"8FB2","農","núng","(td Nôm chưa có nội dung)"
"8FB5","辵","sước","(td Nôm chưa có nội dung)"
"8FB5","辵","xích","(td Nôm chưa có nội dung)"
"8FB6","辶","sước","(td Nôm chưa có nội dung)"
"8FB6","辶","xích","(td Nôm chưa có nội dung)"
"8FB9","边","bên","(td Nôm chưa có nội dung)"
"8FB9","边","biên","(td Nôm chưa có nội dung)"
"8FB9","边","ven","(td Nôm chưa có nội dung)"
"8FBD","辽","liêu","(td Nôm chưa có nội dung)"
"8FBE","达","đặt","(td Nôm chưa có nội dung)"
"8FBF","辿","đạt","(td Nôm chưa có nội dung)"
"8FC1","迁","thiên","(td Nôm chưa có nội dung)"
"8FC2","迂","vu","(td Nôm chưa có nội dung)"
"8FC4","迄","hất","(td Nôm chưa có nội dung)"
"8FC4","迄","khật","(td Nôm chưa có nội dung)"
"8FC4","迄","ngật","(td Nôm chưa có nội dung)"
"8FC5","迅","tấn","(td Nôm chưa có nội dung)"
"8FC6","迆","di","(td Nôm chưa có nội dung)"
"8FC6","迆","dĩ","(td Nôm chưa có nội dung)"
"8FC7","过","quá","(td Nôm chưa có nội dung)"
"8FC8","迈","mại","(td Nôm chưa có nội dung)"
"8FC8","迈","mười","(td Nôm chưa có nội dung)"
"8FCD","迍","dọn","(td Nôm chưa có nội dung)"
"8FCD","迍","đon","(td Nôm chưa có nội dung)"
"8FCD","迍","đón","(td Nôm chưa có nội dung)"
"8FCD","迍","đốn","(td Nôm chưa có nội dung)"
"8FCD","迍","trốn","(td Nôm chưa có nội dung)"
"8FCD","迍","truân","(td Nôm chưa có nội dung)"
"8FCE","迎","ngảnh","(td Nôm chưa có nội dung)"
"8FCE","迎","nghênh","(td Nôm chưa có nội dung)"
"8FCE","迎","nghiêng","(td Nôm chưa có nội dung)"
"8FCE","迎","nginh","(td Nôm chưa có nội dung)"
"8FD0","运","vận","(td Nôm chưa có nội dung)"
"8FD1","近","cận","(td Nôm chưa có nội dung)"
"8FD1","近","gàn","(td Nôm chưa có nội dung)"
"8FD1","近","gần","(td Nôm chưa có nội dung)"
"8FD3","迓","nhạ","(td Nôm chưa có nội dung)"
"8FD4","返","phản","(td Nôm chưa có nội dung)"
"8FD5","迕","ngỗ","(td Nôm chưa có nội dung)"
"8FD8","还","hoàn","(td Nôm chưa có nội dung)"
